DEPTH	SECONDS	TPC_OUT	IN	OUT	MEAN_I
3	6192000	99.999054	21571310	21571106	100
3	6220800	99.998965	21746172	21745947	100
3	6249600	99.998821	21797909	21797652	100
3	6278400	99.998859	21901332	21901082	100
3	6307200	99.999052	22045706	22045497	100
3	6336000	99.998108	22090358	22089940	100
3	6364800	99.998978	22206160	22205933	100
3	6393600	99.999141	22350148	22349956	100
3	6422400	99.998986	22395218	22394991	100
3	6451200	99.999125	22511831	22511634	100
3	6480000	99.999167	22675574	22675385	100
3	6537600	99.999229	22833863	22833687	100
3	6566400	99.999118	23018373	23018170	100
3	6624000	99.999132	23145971	23145770	100
3	6652800	99.999120	23289702	23289497	100
3	6768000	99.998924	23331500	23331249	100
3	6796800	99.999121	23431099	23430893	100
3	6825600	99.998957	23581627	23581381	100
3	6883200	99.998714	23719140	23718835	100
3	6912000	99.999170	23853059	23852861	100
3	6969600	99.998792	24002230	24001940	100
3	7027200	99.998924	24169965	24169705	100
3	7056000	99.999234	24283789	24283603	100
3	7084800	99.998797	24446832	24446538	100
3	7113600	99.998705	24487733	24487416	100
3	7142400	99.999236	24594023	24593835	100
3	7171200	99.999217	24762966	24762772	100
3	7200000	99.997695	24815507	24814935	100
3	7228800	99.999258	24916488	24916303	100
3	7257600	99.999119	25075337	25075116	100
3	7286400	99.999172	25117046	25116838	100
3	7315200	99.999191	25213196	25212992	100
3	7344000	99.999097	25358785	25358556	100
3	7401600	99.999192	25496025	25495819	100
3	7430400	99.999196	25636848	25636642	100
3	7488000	99.999193	25770062	25769854	100
3	7516800	99.999286	25897324	25897139	100
3	7603200	99.999056	26156903	26156656	100
3	7632000	99.998965	26195070	26194799	100
3	7660800	99.999209	26285010	26284802	100
3	7689600	99.999326	26402800	26402622	100
3	7718400	99.998945	26443548	26443269	100
3	7747200	99.999300	26557279	26557093	100
3	7776000	99.999251	26704412	26704212	100
3	7804800	99.999121	26743664	26743429	100
3	7833600	99.999311	26848624	26848439	100
3	7862400	99.999119	27004708	27004470	100
3	7891200	99.999053	27046585	27046329	100
3	7920000	99.998817	27123629	27123308	100
4	28800	99.138713	44120	43740	134
4	57600	99.870605	159203	158997	134
4	86400	99.944659	348748	348555	134
4	115200	99.929127	393661	393382	134
4	144000	99.953397	517132	516891	134
4	172800	99.964631	706835	706585	134
4	201600	99.957329	752273	751952	134
4	230400	99.973599	867405	867176	134
4	259200	99.960637	1031423	1031017	134
4	288000	99.967956	1079761	1079415	134
4	316800	99.981630	1219389	1219165	134
4	345600	99.985572	1386181	1385981	134
4	374400	99.974489	1434690	1434324	134
4	403200	99.986874	1584638	1584430	134
4	460800	99.979950	1820420	1820055	134
4	489600	99.988408	1941027	1940802	134
4	518400	99.989803	2137796	2137578	134
4	547200	99.986491	2183699	2183404	134
4	576000	99.990395	2300894	2300673	134
4	604800	99.991303	2495176	2494959	134
4	633600	99.990150	2538128	2537878	134
4	662400	99.985568	2653735	2653352	134
4	691200	99.992677	2840353	2840145	134
4	748800	99.992368	3000382	3000153	134
4	777600	99.993279	3183987	3183773	134
4	806400	99.990832	3228519	3228223	134
4	835200	99.993860	3338698	3338493	134
4	864000	99.993337	3496884	3496651	134
4	892800	99.992863	3545030	3544777	134
4	921600	99.993825	3676275	3676048	134
4	950400	99.993299	3835143	3834886	134
4	1008000	99.993841	4026634	4026386	134
4	1036800	99.995281	4217177	4216978	134
4	1065600	99.992089	4259708	4259371	134
4	1094400	99.993360	4382270	4381979	134
4	1123200	99.995784	4578104	4577911	134
4	1152000	99.993574	4621969	4621672	134
4	1180800	99.993552	4745336	4745030	134
4	1209600	99.994608	4933155	4932889	134
4	1238400	99.993832	4977264	4976957	134
4	1267200	99.994960	5099194	5098937	134
4	1296000	99.995648	5284588	5284358	134
4	1353600	99.996088	5444169	5443956	134
4	1382400	99.995056	5622654	5622376	134
4	1411200	99.995536	5667640	5667387	134
4	1440000	99.994275	5781497	5781166	134
4	1468800	99.996463	5936844	5936634	134
4	1497600	99.994935	5982190	5981887	134
4	1526400	99.996845	6117403	6117210	134
4	1555200	99.996225	6277435	6277198	134
4	1584000	99.994941	6324881	6324561	134
4	1612800	99.996461	6470925	6470696	134
4	1670400	99.994627	6700778	6700418	134
4	1699200	99.996777	6826172	6825952	134
4	1728000	99.996484	7024073	7023826	134
4	1756800	99.995681	7061986	7061681	134
4	1785600	99.997063	7183702	7183491	134
4	1814400	99.997140	7376819	7376608	134
4	1872000	99.996288	7542570	7542290	134
4	1900800	99.996700	7728111	7727856	134
4	1929600	99.995677	7772673	7772337	134
4	1958400	99.997059	7889630	7889398	134
4	1987200	99.997236	8067972	8067749	134
4	2016000	99.996043	8111959	8111638	134
4	2044800	99.997204	8225653	8225423	134
4	2073600	99.996755	8382208	8381936	134
4	2131200	99.997758	8563291	8563099	134
4	2160000	99.996962	8722381	8722116	134
4	2188800	99.996294	8769526	8769201	134
4	2217600	99.997353	8914219	8913983	134
4	2246400	99.997605	9103139	9102921	134
4	2275200	99.996435	9144597	9144271	134
4	2304000	99.997679	9264108	9263893	134
4	2332800	99.997122	9452205	9451933	134
4	2361600	99.996399	9496884	9496542	134
4	2390400	99.997483	9616379	9616137	134
4	2419200	99.997726	9804640	9804417	134
4	2448000	99.997533	9849262	9849019	134
4	2476800	99.997622	9964484	9964247	134
4	2505600	99.998038	10141053	10140854	134
4	2534400	99.996750	10184396	10184065	134
4	2563200	99.997989	10290953	10290746	134
4	2592000	99.998059	10458461	10458258	134
4	2620800	99.997229	10502085	10501794	134
4	2649600	99.997492	10605792	10605526	134
4	2678400	99.996809	10748194	10747851	134
4	2707200	99.997109	10792879	10792567	134
4	2736000	99.998122	10916015	10915810	134
4	2764800	99.997984	11063421	11063198	134
4	2793600	99.995686	11104347	11103868	134
4	2822400	99.997611	11216689	11216421	134
4	2851200	99.998076	11383842	11383623	134
4	2880000	99.997392	11427650	11427352	134
4	2908800	99.998232	11535964	11535760	134
4	2937600	99.998311	11720617	11720419	134
4	2966400	99.996762	11764985	11764604	134
4	2995200	99.997797	11847247	11846986	134
4	3024000	99.997939	11984166	11983919	134
4	3052800	99.995617	12022402	12021875	134
4	3081600	99.995279	12115196	12114624	134
4	3110400	99.996160	12265567	12265096	134
4	3139200	99.988502	12306590	12305175	134
4	3168000	99.983315	12400165	12398096	134
4	3196800	99.987233	12548374	12546772	134
4	3254400	99.975298	12679368	12676236	134
4	3283200	99.978750	12809306	12806584	134
4	3340800	99.968397	12967095	12962997	134
4	3369600	99.967880	13104027	13099818	134
4	3398400	99.961070	13146726	13141608	134
4	3427200	99.948354	13257648	13250801	134
4	3456000	99.945553	13414961	13407657	134
4	3484800	99.955935	13448176	13442250	134
4	3513600	99.977860	13532103	13529107	134
4	3542400	99.993481	13666815	13665924	134
4	3600000	99.997417	13782050	13781694	134
4	3628800	99.998433	13914152	13913934	134
4	3657600	99.997232	13947573	13947187	134
4	3686400	99.998232	14026604	14026356	134
4	3715200	99.997917	14111128	14110834	134
4	3772800	99.998124	14180085	14179819	134
4	3801600	99.998241	14268920	14268669	134
4	3830400	99.996959	14302764	14302329	134
4	3859200	99.998325	14389072	14388831	134
4	3888000	99.998517	14497948	14497733	134
4	3945600	99.998215	14617968	14617707	134
4	3974400	99.998356	14719509	14719267	134
4	4003200	99.997065	14752673	14752240	134
4	4032000	99.998072	14832444	14832158	134
4	4060800	99.998502	14953545	14953321	134
4	4089600	99.997537	14984301	14983932	134
4	4118400	99.998441	15076015	15075780	134
4	4176000	99.997777	15247791	15247452	134
4	4204800	99.997965	15334262	15333950	134
4	4233600	99.998564	15460994	15460772	134
4	4262400	99.997096	15493741	15493291	134
4	4291200	99.998543	15577258	15577031	134
4	4320000	99.998504	15706181	15705946	134
4	4377600	99.998711	15824901	15824697	134
4	4406400	99.998639	15949061	15948844	134
4	4435200	99.997622	15981711	15981331	134
4	4464000	99.998394	16063145	16062887	134
4	4492800	99.993614	16174895	16173862	134
4	4521600	99.992992	16209740	16208604	134
4	4550400	99.994279	16307064	16306131	134
4	4608000	99.994472	16461271	16460361	134
4	4636800	99.995472	16562332	16561582	134
4	4694400	99.996396	16729540	16728937	134
4	4723200	99.997449	16816025	16815596	134
4	4752000	99.997824	16954490	16954121	134
4	4780800	99.997086	16988236	16987741	134
4	4809600	99.998319	17071140	17070853	134
4	4838400	99.998669	17208137	17207908	134
4	4867200	99.998184	17240123	17239810	134
4	4896000	99.998234	17322616	17322310	134
4	4924800	99.998522	17453103	17452845	134
4	4982400	99.998007	17561177	17560827	134
4	5011200	99.998558	17684755	17684500	134
4	5068800	99.998730	17789790	17789564	134
4	5097600	99.998145	17897179	17896847	134
4	5126400	99.997301	17930575	17930091	134
4	5184000	99.998709	18129804	18129570	134
4	5212800	99.998315	18163345	18163039	134
4	5241600	99.998620	18258529	18258277	134
4	5270400	99.998467	18391676	18391394	134
4	5299200	99.998551	18423286	18423019	134
4	5328000	99.998665	18507462	18507215	134
4	5356800	99.998756	18642388	18642156	134
4	5414400	99.998545	18759526	18759253	134
4	5443200	99.998582	18894389	18894121	134
4	5500800	99.998875	19014767	19014553	134
4	5529600	99.998879	19184361	19184146	134
4	5558400	99.997967	19228118	19227727	134
4	5587200	99.998712	19329441	19329192	134
4	5616000	99.998789	19492829	19492593	134
4	5644800	99.998034	19535944	19535560	134
4	5673600	99.998885	19634835	19634616	134
4	5702400	99.998721	19776957	19776704	134
4	5731200	99.998502	19821799	19821502	134
4	5760000	99.998716	19934668	19934412	134
4	5788800	99.998496	20076782	20076480	134
4	5846400	99.998696	20248532	20248268	134
4	5875200	99.998972	20421956	20421746	134
4	5932800	99.998979	20577788	20577578	134
4	5961600	99.998878	20758884	20758651	134
4	6019200	99.999039	20913508	20913307	134
4	6048000	99.998345	21089268	21088919	134
4	6076800	99.997970	21134041	21133612	134
4	6105600	99.998795	21244396	21244140	134
4	6134400	99.999015	21417001	21416790	134
4	6192000	99.998878	21571310	21571068	134
4	6220800	99.998841	21746172	21745920	134
4	6249600	99.998376	21797909	21797555	134
4	6278400	99.998722	21901332	21901052	134
4	6307200	99.998834	22045706	22045449	134
4	6336000	99.997800	22090358	22089872	134
4	6364800	99.998789	22206160	22205891	134
4	6393600	99.998953	22350148	22349914	134
4	6422400	99.998794	22395218	22394948	134
4	6451200	99.999156	22511831	22511641	134
4	6480000	99.998752	22675574	22675291	134
4	6537600	99.999054	22833863	22833647	134
4	6566400	99.998918	23018373	23018124	134
4	6624000	99.998998	23145971	23145739	134
4	6652800	99.999073	23289702	23289486	134
4	6768000	99.998706	23331500	23331198	134
4	6796800	99.998954	23431099	23430854	134
4	6825600	99.998702	23581627	23581321	134
4	6883200	99.998592	23719140	23718806	134
4	6912000	99.998872	23853059	23852790	134
4	6969600	99.998283	24002230	24001818	134
4	7027200	99.998854	24169965	24169688	134
4	7056000	99.999036	24283789	24283555	134
4	7084800	99.998605	24446832	24446491	134
4	7113600	99.998440	24487733	24487351	134
4	7142400	99.999020	24594023	24593782	134
4	7171200	99.999148	24762966	24762755	134
4	7200000	99.997151	24815507	24814800	134
4	7228800	99.998118	24916488	24916019	134
4	7257600	99.999027	25075337	25075093	134
4	7286400	99.998889	25117046	25116767	134
4	7315200	99.999084	25213196	25212965	134
4	7344000	99.998916	25358785	25358510	134
4	7401600	99.999196	25496025	25495820	134
4	7430400	99.998923	25636848	25636572	134
4	7488000	99.999076	25770062	25769824	134
4	7516800	99.999116	25897324	25897095	134
4	7603200	99.998895	26156903	26156614	134
4	7632000	99.998358	26195070	26194640	134
4	7660800	99.999136	26285010	26284783	134
4	7689600	99.999076	26402800	26402556	134
4	7718400	99.998665	26443548	26443195	134
4	7747200	99.999183	26557279	26557062	134
4	7776000	99.999056	26704412	26704160	134
4	7804800	99.998904	26743664	26743371	134
4	7833600	99.999147	26848624	26848395	134
4	7862400	99.998571	27004708	27004322	134
4	7891200	99.998432	27046585	27046161	134
4	7920000	99.998706	27123629	27123278	134
5	28800	99.077516	44120	43713	132
5	57600	99.863696	159203	158986	132
5	86400	99.941218	348748	348543	132
5	115200	99.924300	393661	393363	132
5	144000	99.953203	517132	516890	132
5	172800	99.965055	706835	706588	132
5	201600	99.951879	752273	751911	132
5	230400	99.971524	867405	867158	132
5	259200	99.962964	1031423	1031041	132
5	288000	99.965641	1079761	1079390	132
5	316800	99.982450	1219389	1219175	132
5	345600	99.983985	1386181	1385959	132
5	374400	99.974489	1434690	1434324	132
5	403200	99.985864	1584638	1584414	132
5	460800	99.976599	1820420	1819994	132
5	489600	99.988099	1941027	1940796	132
5	518400	99.989943	2137796	2137581	132
5	547200	99.986308	2183699	2183400	132
5	576000	99.989917	2300894	2300662	132
5	604800	99.991383	2495176	2494961	132
5	633600	99.988338	2538128	2537832	132
5	662400	99.985266	2653735	2653344	132
5	691200	99.992994	2840353	2840154	132
5	748800	99.992068	3000382	3000144	132
5	777600	99.992337	3183987	3183743	132
5	806400	99.990088	3228519	3228199	132
5	835200	99.993141	3338698	3338469	132
5	864000	99.993165	3496884	3496645	132
5	892800	99.992130	3545030	3544751	132
5	921600	99.993526	3676275	3676037	132
5	950400	99.993560	3835143	3834896	132
5	1008000	99.993667	4026634	4026379	132
5	1036800	99.994688	4217177	4216953	132
5	1065600	99.991596	4259708	4259350	132
5	1094400	99.992561	4382270	4381944	132
5	1123200	99.994976	4578104	4577874	132
5	1152000	99.992644	4621969	4621629	132
5	1180800	99.992751	4745336	4744992	132
5	1209600	99.994324	4933155	4932875	132
5	1238400	99.993229	4977264	4976927	132
5	1267200	99.994882	5099194	5098933	132
5	1296000	99.995515	5284588	5284351	132
5	1353600	99.995316	5444169	5443914	132
5	1382400	99.993384	5622654	5622282	132
5	1411200	99.994813	5667640	5667346	132
5	1440000	99.993929	5781497	5781146	132
5	1468800	99.996311	5936844	5936625	132
5	1497600	99.994149	5982190	5981840	132
5	1526400	99.996518	6117403	6117190	132
5	1555200	99.996320	6277435	6277204	132
5	1584000	99.994925	6324881	6324560	132
5	1612800	99.996492	6470925	6470698	132
5	1670400	99.993702	6700778	6700356	132
5	1699200	99.996294	6826172	6825919	132
5	1728000	99.996469	7024073	7023825	132
5	1756800	99.995455	7061986	7061665	132
5	1785600	99.997174	7183702	7183499	132
5	1814400	99.996828	7376819	7376585	132
5	1872000	99.996420	7542570	7542300	132
5	1900800	99.997050	7728111	7727883	132
5	1929600	99.994789	7772673	7772268	132
5	1958400	99.996958	7889630	7889390	132
5	1987200	99.997695	8067972	8067786	132
5	2016000	99.995488	8111959	8111593	132
5	2044800	99.996973	8225653	8225404	132
5	2073600	99.996469	8382208	8381912	132
5	2131200	99.997536	8563291	8563080	132
5	2160000	99.997145	8722381	8722132	132
5	2188800	99.996020	8769526	8769177	132
5	2217600	99.997106	8914219	8913961	132
5	2246400	99.997550	9103139	9102916	132
5	2275200	99.996129	9144597	9144243	132
5	2304000	99.997636	9264108	9263889	132
5	2332800	99.996604	9452205	9451884	132
5	2361600	99.995599	9496884	9496466	132
5	2390400	99.996974	9616379	9616088	132
5	2419200	99.997858	9804640	9804430	132
5	2448000	99.997340	9849262	9849000	132
5	2476800	99.997822	9964484	9964267	132
5	2505600	99.997969	10141053	10140847	132
5	2534400	99.996681	10184396	10184058	132
5	2563200	99.997823	10290953	10290729	132
5	2592000	99.998126	10458461	10458265	132
5	2620800	99.997134	10502085	10501784	132
5	2649600	99.997596	10605792	10605537	132
5	2678400	99.997013	10748194	10747873	132
5	2707200	99.996905	10792879	10792545	132
5	2736000	99.998058	10916015	10915803	132
5	2764800	99.997957	11063421	11063195	132
5	2793600	99.995560	11104347	11103854	132
5	2822400	99.997727	11216689	11216434	132
5	2851200	99.997997	11383842	11383614	132
5	2880000	99.997471	11427650	11427361	132
5	2908800	99.998076	11535964	11535742	132
5	2937600	99.998319	11720617	11720420	132
5	2966400	99.996762	11764985	11764604	132
5	2995200	99.997890	11847247	11846997	132
5	3024000	99.997764	11984166	11983898	132
5	3052800	99.994984	12022402	12021799	132
5	3081600	99.994734	12115196	12114558	132
5	3110400	99.995019	12265567	12264956	132
5	3139200	99.987600	12306590	12305064	132
5	3168000	99.982476	12400165	12397992	132
5	3196800	99.985185	12548374	12546515	132
5	3254400	99.973051	12679368	12675951	132
5	3283200	99.976205	12809306	12806258	132
5	3340800	99.964718	12967095	12962520	132
5	3369600	99.964057	13104027	13099317	132
5	3398400	99.957176	13146726	13141096	132
5	3427200	99.943527	13257648	13250161	132
5	3456000	99.940708	13414961	13407007	132
5	3484800	99.949874	13448176	13441435	132
5	3513600	99.970869	13532103	13528161	132
5	3542400	99.989742	13666815	13665413	132
5	3600000	99.996234	13782050	13781531	132
5	3628800	99.998476	13914152	13913940	132
5	3657600	99.997089	13947573	13947167	132
5	3686400	99.998218	14026604	14026354	132
5	3715200	99.997661	14111128	14110798	132
5	3772800	99.997800	14180085	14179773	132
5	3801600	99.998115	14268920	14268651	132
5	3830400	99.997070	14302764	14302345	132
5	3859200	99.998221	14389072	14388816	132
5	3888000	99.998365	14497948	14497711	132
5	3945600	99.998317	14617968	14617722	132
5	3974400	99.998349	14719509	14719266	132
5	4003200	99.997038	14752673	14752236	132
5	4032000	99.998180	14832444	14832174	132
5	4060800	99.998529	14953545	14953325	132
5	4089600	99.997290	14984301	14983895	132
5	4118400	99.998183	15076015	15075741	132
5	4176000	99.997573	15247791	15247421	132
5	4204800	99.998031	15334262	15333960	132
5	4233600	99.998493	15460994	15460761	132
5	4262400	99.997167	15493741	15493302	132
5	4291200	99.998523	15577258	15577028	132
5	4320000	99.998529	15706181	15705950	132
5	4377600	99.998420	15824901	15824651	132
5	4406400	99.998677	15949061	15948850	132
5	4435200	99.997403	15981711	15981296	132
5	4464000	99.998220	16063145	16062859	132
5	4492800	99.993508	16174895	16173845	132
5	4521600	99.992961	16209740	16208599	132
5	4550400	99.994076	16307064	16306098	132
5	4608000	99.994077	16461271	16460296	132
5	4636800	99.995580	16562332	16561600	132
5	4694400	99.996055	16729540	16728880	132
5	4723200	99.997479	16816025	16815601	132
5	4752000	99.997847	16954490	16954125	132
5	4780800	99.996992	16988236	16987725	132
5	4809600	99.998260	17071140	17070843	132
5	4838400	99.998646	17208137	17207904	132
5	4867200	99.998045	17240123	17239786	132
5	4896000	99.998193	17322616	17322303	132
5	4924800	99.998333	17453103	17452812	132
5	4982400	99.997956	17561177	17560818	132
5	5011200	99.998479	17684755	17684486	132
5	5068800	99.998522	17789790	17789527	132
5	5097600	99.998257	17897179	17896867	132
5	5126400	99.997189	17930575	17930071	132
5	5184000	99.998516	18129804	18129535	132
5	5212800	99.998222	18163345	18163022	132
5	5241600	99.998510	18258529	18258257	132
5	5270400	99.998429	18391676	18391387	132
5	5299200	99.997992	18423286	18422916	132
5	5328000	99.998671	18507462	18507216	132
5	5356800	99.998745	18642388	18642154	132
5	5414400	99.998470	18759526	18759239	132
5	5443200	99.998529	18894389	18894111	132
5	5500800	99.998806	19014767	19014540	132
5	5529600	99.998905	19184361	19184151	132
5	5558400	99.997837	19228118	19227702	132
5	5587200	99.998701	19329441	19329190	132
5	5616000	99.998800	19492829	19492595	132
5	5644800	99.998106	19535944	19535574	132
5	5673600	99.998752	19634835	19634590	132
5	5702400	99.998781	19776957	19776716	132
5	5731200	99.998360	19821799	19821474	132
5	5760000	99.998615	19934668	19934392	132
5	5788800	99.998461	20076782	20076473	132
5	5846400	99.998548	20248532	20248238	132
5	5875200	99.998854	20421956	20421722	132
5	5932800	99.998994	20577788	20577581	132
5	5961600	99.998829	20758884	20758641	132
5	6019200	99.999053	20913508	20913310	132
5	6048000	99.998269	21089268	21088903	132
5	6076800	99.998017	21134041	21133622	132
5	6105600	99.998771	21244396	21244135	132
5	6134400	99.998865	21417001	21416758	132
5	6192000	99.998887	21571310	21571070	132
5	6220800	99.998699	21746172	21745889	132
5	6249600	99.998275	21797909	21797533	132
5	6278400	99.998594	21901332	21901024	132
5	6307200	99.998943	22045706	22045473	132
5	6336000	99.997623	22090358	22089833	132
5	6364800	99.998811	22206160	22205896	132
5	6393600	99.999056	22350148	22349937	132
5	6422400	99.998812	22395218	22394952	132
5	6451200	99.999103	22511831	22511629	132
5	6480000	99.998708	22675574	22675281	132
5	6537600	99.998997	22833863	22833634	132
5	6566400	99.998966	23018373	23018135	132
5	6624000	99.998916	23145971	23145720	132
5	6652800	99.998922	23289702	23289451	132
5	6768000	99.998594	23331500	23331172	132
5	6796800	99.998715	23431099	23430798	132
5	6825600	99.998622	23581627	23581302	132
5	6883200	99.998579	23719140	23718803	132
5	6912000	99.998851	23853059	23852785	132
5	6969600	99.998071	24002230	24001767	132
5	7027200	99.998722	24169965	24169656	132
5	7056000	99.998991	24283789	24283544	132
5	7084800	99.998470	24446832	24446458	132
5	7113600	99.998371	24487733	24487334	132
5	7142400	99.999020	24594023	24593782	132
5	7171200	99.999164	24762966	24762759	132
5	7200000	99.996929	24815507	24814745	132
5	7228800	99.998005	24916488	24915991	132
5	7257600	99.998465	25075337	25074952	132
5	7286400	99.998479	25117046	25116664	132
5	7315200	99.998862	25213196	25212909	132
5	7344000	99.998785	25358785	25358477	132
5	7401600	99.999157	25496025	25495810	132
5	7430400	99.998986	25636848	25636588	132
5	7488000	99.999053	25770062	25769818	132
5	7516800	99.999108	25897324	25897093	132
5	7603200	99.998918	26156903	26156620	132
5	7632000	99.998347	26195070	26194637	132
5	7660800	99.998988	26285010	26284744	132
5	7689600	99.998951	26402800	26402523	132
5	7718400	99.998612	26443548	26443181	132
5	7747200	99.999100	26557279	26557040	132
5	7776000	99.999094	26704412	26704170	132
5	7804800	99.998841	26743664	26743354	132
5	7833600	99.999147	26848624	26848395	132
5	7862400	99.998378	27004708	27004270	132
5	7891200	99.998166	27046585	27046089	132
5	7920000	99.998592	27123629	27123247	132
6	28800	99.038985	44120	43696	129
6	57600	99.867465	159203	158992	129
6	86400	99.941505	348748	348544	129
6	115200	99.925570	393661	393368	129
6	144000	99.951850	517132	516883	129
6	172800	99.966612	706835	706599	129
6	201600	99.949221	752273	751891	129
6	230400	99.970833	867405	867152	129
6	259200	99.963933	1031423	1031051	129
6	288000	99.966474	1079761	1079399	129
6	316800	99.982450	1219389	1219175	129
6	345600	99.984923	1386181	1385972	129
6	374400	99.974559	1434690	1434325	129
6	403200	99.985549	1584638	1584409	129
6	460800	99.976928	1820420	1820000	129
6	489600	99.987945	1941027	1940793	129
6	518400	99.989615	2137796	2137574	129
6	547200	99.985712	2183699	2183387	129
6	576000	99.990004	2300894	2300664	129
6	604800	99.990862	2495176	2494948	129
6	633600	99.987589	2538128	2537813	129
6	662400	99.983759	2653735	2653304	129
6	691200	99.992219	2840353	2840132	129
6	748800	99.991801	3000382	3000136	129
6	777600	99.992399	3183987	3183745	129
6	806400	99.989902	3228519	3228193	129
6	835200	99.992842	3338698	3338459	129
6	864000	99.993108	3496884	3496643	129
6	892800	99.991961	3545030	3544745	129
6	921600	99.993689	3676275	3676043	129
6	950400	99.993507	3835143	3834894	129
6	1008000	99.993816	4026634	4026385	129
6	1036800	99.994854	4217177	4216960	129
6	1065600	99.991525	4259708	4259347	129
6	1094400	99.992629	4382270	4381947	129
6	1123200	99.995216	4578104	4577885	129
6	1152000	99.992038	4621969	4621601	129
6	1180800	99.992161	4745336	4744964	129
6	1209600	99.993939	4933155	4932856	129
6	1238400	99.993089	4977264	4976920	129
6	1267200	99.995215	5099194	5098950	129
6	1296000	99.995591	5284588	5284355	129
6	1353600	99.995665	5444169	5443933	129
6	1382400	99.994362	5622654	5622337	129
6	1411200	99.995007	5667640	5667357	129
6	1440000	99.993877	5781497	5781143	129
6	1468800	99.995890	5936844	5936600	129
6	1497600	99.994266	5982190	5981847	129
6	1526400	99.996567	6117403	6117193	129
6	1555200	99.995874	6277435	6277176	129
6	1584000	99.994593	6324881	6324539	129
6	1612800	99.996260	6470925	6470683	129
6	1670400	99.993911	6700778	6700370	129
6	1699200	99.996089	6826172	6825905	129
6	1728000	99.996512	7024073	7023828	129
6	1756800	99.995412	7061986	7061662	129
6	1785600	99.997077	7183702	7183492	129
6	1814400	99.996503	7376819	7376561	129
6	1872000	99.996023	7542570	7542270	129
6	1900800	99.996338	7728111	7727828	129
6	1929600	99.995356	7772673	7772312	129
6	1958400	99.996806	7889630	7889378	129
6	1987200	99.997000	8067972	8067730	129
6	2016000	99.995476	8111959	8111592	129
6	2044800	99.996924	8225653	8225400	129
6	2073600	99.996170	8382208	8381887	129
6	2131200	99.997524	8563291	8563079	129
6	2160000	99.997088	8722381	8722127	129
6	2188800	99.996032	8769526	8769178	129
6	2217600	99.996994	8914219	8913951	129
6	2246400	99.997429	9103139	9102905	129
6	2275200	99.996184	9144597	9144248	129
6	2304000	99.997582	9264108	9263884	129
6	2332800	99.996816	9452205	9451904	129
6	2361600	99.995778	9496884	9496483	129
6	2390400	99.996953	9616379	9616086	129
6	2419200	99.997797	9804640	9804424	129
6	2448000	99.997096	9849262	9848976	129
6	2476800	99.997742	9964484	9964259	129
6	2505600	99.997900	10141053	10140840	129
6	2534400	99.996495	10184396	10184039	129
6	2563200	99.997833	10290953	10290730	129
6	2592000	99.997916	10458461	10458243	129
6	2620800	99.997134	10502085	10501784	129
6	2649600	99.997275	10605792	10605503	129
6	2678400	99.997051	10748194	10747877	129
6	2707200	99.996850	10792879	10792539	129
6	2736000	99.997948	10916015	10915791	129
6	2764800	99.997822	11063421	11063180	129
6	2793600	99.995623	11104347	11103861	129
6	2822400	99.997646	11216689	11216425	129
6	2851200	99.997962	11383842	11383610	129
6	2880000	99.996981	11427650	11427305	129
6	2908800	99.998084	11535964	11535743	129
6	2937600	99.998234	11720617	11720410	129
6	2966400	99.996855	11764985	11764615	129
6	2995200	99.997873	11847247	11846995	129
6	3024000	99.997755	11984166	11983897	129
6	3052800	99.995026	12022402	12021804	129
6	3081600	99.993999	12115196	12114469	129
6	3110400	99.995051	12265567	12264960	129
6	3139200	99.987454	12306590	12305046	129
6	3168000	99.981605	12400165	12397884	129
6	3196800	99.984086	12548374	12546377	129
6	3254400	99.971868	12679368	12675801	129
6	3283200	99.975166	12809306	12806125	129
6	3340800	99.964171	12967095	12962449	129
6	3369600	99.961798	13104027	13099021	129
6	3398400	99.954346	13146726	13140724	129
6	3427200	99.941604	13257648	13249906	129
6	3456000	99.937354	13414961	13406557	129
6	3484800	99.945703	13448176	13440874	129
6	3513600	99.967285	13532103	13527676	129
6	3542400	99.987107	13666815	13665053	129
6	3600000	99.994776	13782050	13781330	129
6	3628800	99.998182	13914152	13913899	129
6	3657600	99.997182	13947573	13947180	129
6	3686400	99.998104	14026604	14026338	129
6	3715200	99.997711	14111128	14110805	129
6	3772800	99.997750	14180085	14179766	129
6	3801600	99.998108	14268920	14268650	129
6	3830400	99.996889	14302764	14302319	129
6	3859200	99.997992	14389072	14388783	129
6	3888000	99.998420	14497948	14497719	129
6	3945600	99.998044	14617968	14617682	129
6	3974400	99.998206	14719509	14719245	129
6	4003200	99.997173	14752673	14752256	129
6	4032000	99.998079	14832444	14832159	129
6	4060800	99.998469	14953545	14953316	129
6	4089600	99.997391	14984301	14983910	129
6	4118400	99.998382	15076015	15075771	129
6	4176000	99.997541	15247791	15247416	129
6	4204800	99.997933	15334262	15333945	129
6	4233600	99.998441	15460994	15460753	129
6	4262400	99.997089	15493741	15493290	129
6	4291200	99.998292	15577258	15576992	129
6	4320000	99.998421	15706181	15705933	129
6	4377600	99.998395	15824901	15824647	129
6	4406400	99.998577	15949061	15948834	129
6	4435200	99.997541	15981711	15981318	129
6	4464000	99.998170	16063145	16062851	129
6	4492800	99.993546	16174895	16173851	129
6	4521600	99.992906	16209740	16208590	129
6	4550400	99.993892	16307064	16306068	129
6	4608000	99.993974	16461271	16460279	129
6	4636800	99.995478	16562332	16561583	129
