DEPTH	SECONDS	TPC_OUT	IN	OUT	MEAN_I
6	4694400	99.996025	16729540	16728875	129
6	4723200	99.997294	16816025	16815570	129
6	4752000	99.997717	16954490	16954103	129
6	4780800	99.996715	16988236	16987678	129
6	4809600	99.998155	17071140	17070825	129
6	4838400	99.998524	17208137	17207883	129
6	4867200	99.998115	17240123	17239798	129
6	4896000	99.997991	17322616	17322268	129
6	4924800	99.998172	17453103	17452784	129
6	4982400	99.997990	17561177	17560824	129
6	5011200	99.998473	17684755	17684485	129
6	5068800	99.998612	17789790	17789543	129
6	5097600	99.998151	17897179	17896848	129
6	5126400	99.997351	17930575	17930100	129
6	5184000	99.998434	18129804	18129520	129
6	5212800	99.998106	18163345	18163001	129
6	5241600	99.998461	18258529	18258248	129
6	5270400	99.998347	18391676	18391372	129
6	5299200	99.998203	18423286	18422955	129
6	5328000	99.998638	18507462	18507210	129
6	5356800	99.998772	18642388	18642159	129
6	5414400	99.998459	18759526	18759237	129
6	5443200	99.998412	18894389	18894089	129
6	5500800	99.998832	19014767	19014545	129
6	5529600	99.998874	19184361	19184145	129
6	5558400	99.997868	19228118	19227708	129
6	5587200	99.998660	19329441	19329182	129
6	5616000	99.998794	19492829	19492594	129
6	5644800	99.998024	19535944	19535558	129
6	5673600	99.998655	19634835	19634571	129
6	5702400	99.998751	19776957	19776710	129
6	5731200	99.998300	19821799	19821462	129
6	5760000	99.998656	19934668	19934400	129
6	5788800	99.998341	20076782	20076449	129
6	5846400	99.998568	20248532	20248242	129
6	5875200	99.998849	20421956	20421721	129
6	5932800	99.998970	20577788	20577576	129
6	5961600	99.998868	20758884	20758649	129
6	6019200	99.998967	20913508	20913292	129
6	6048000	99.998227	21089268	21088894	129
6	6076800	99.998041	21134041	21133627	129
6	6105600	99.998644	21244396	21244108	129
6	6134400	99.998842	21417001	21416753	129
6	6192000	99.998887	21571310	21571070	129
6	6220800	99.998745	21746172	21745899	129
6	6249600	99.998449	21797909	21797571	129
6	6278400	99.998671	21901332	21901041	129
6	6307200	99.998789	22045706	22045439	129
6	6336000	99.997632	22090358	22089835	129
6	6364800	99.998838	22206160	22205902	129
6	6393600	99.998908	22350148	22349904	129
6	6422400	99.998589	22395218	22394902	129
6	6451200	99.999116	22511831	22511632	129
6	6480000	99.998770	22675574	22675295	129
6	6537600	99.999015	22833863	22833638	129
6	6566400	99.998966	23018373	23018135	129
6	6624000	99.999015	23145971	23145743	129
6	6652800	99.998931	23289702	23289453	129
6	6768000	99.998581	23331500	23331169	129
6	6796800	99.998809	23431099	23430820	129
6	6825600	99.998660	23581627	23581311	129
6	6883200	99.998486	23719140	23718781	129
6	6912000	99.998830	23853059	23852780	129
6	6969600	99.998138	24002230	24001783	129
6	7027200	99.998738	24169965	24169660	129
6	7056000	99.998925	24283789	24283528	129
6	7084800	99.998515	24446832	24446469	129
6	7113600	99.998420	24487733	24487346	129
6	7142400	99.998902	24594023	24593753	129
6	7171200	99.999103	24762966	24762744	129
6	7200000	99.997074	24815507	24814781	129
6	7228800	99.997949	24916488	24915977	129
6	7257600	99.998409	25075337	25074938	129
6	7286400	99.998403	25117046	25116645	129
6	7315200	99.998651	25213196	25212856	129
6	7344000	99.998770	25358785	25358473	129
6	7401600	99.999125	25496025	25495802	129
6	7430400	99.998974	25636848	25636585	129
6	7488000	99.999007	25770062	25769806	129
6	7516800	99.999100	25897324	25897091	129
6	7603200	99.998865	26156903	26156606	129
6	7632000	99.998336	26195070	26194634	129
6	7660800	99.999030	26285010	26284755	129
6	7689600	99.998989	26402800	26402533	129
6	7718400	99.998559	26443548	26443167	129
6	7747200	99.999160	26557279	26557056	129
6	7776000	99.999064	26704412	26704162	129
6	7804800	99.998800	26743664	26743343	129
6	7833600	99.999192	26848624	26848407	129
6	7862400	99.998226	27004708	27004229	129
6	7891200	99.997856	27046585	27046005	129
6	7920000	99.998304	27123629	27123169	129
7	28800	99.093382	44120	43720	118
7	57600	99.861812	159203	158983	118
7	86400	99.939211	348748	348536	118
7	115200	99.921506	393661	393352	118
7	144000	99.953977	517132	516894	118
7	172800	99.965055	706835	706588	118
7	201600	99.954538	752273	751931	118
7	230400	99.972331	867405	867165	118
7	259200	99.962091	1031423	1031032	118
7	288000	99.964437	1079761	1079377	118
7	316800	99.981056	1219389	1219158	118
7	345600	99.983840	1386181	1385957	118
7	374400	99.973026	1434690	1434303	118
7	403200	99.986306	1584638	1584421	118
7	460800	99.978027	1820420	1820020	118
7	489600	99.987790	1941027	1940790	118
7	518400	99.988867	2137796	2137558	118
7	547200	99.985712	2183699	2183387	118
7	576000	99.990004	2300894	2300664	118
7	604800	99.990502	2495176	2494939	118
7	633600	99.987707	2538128	2537816	118
7	662400	99.984738	2653735	2653330	118
7	691200	99.992466	2840353	2840139	118
7	748800	99.991601	3000382	3000130	118
7	777600	99.991646	3183987	3183721	118
7	806400	99.989964	3228519	3228195	118
7	835200	99.993171	3338698	3338470	118
7	864000	99.992879	3496884	3496635	118
7	892800	99.991961	3545030	3544745	118
7	921600	99.993553	3676275	3676038	118
7	950400	99.993690	3835143	3834901	118
7	1008000	99.993667	4026634	4026379	118
7	1036800	99.994831	4217177	4216959	118
7	1065600	99.991431	4259708	4259343	118
7	1094400	99.992858	4382270	4381957	118
7	1123200	99.995653	4578104	4577905	118
7	1152000	99.992817	4621969	4621637	118
7	1180800	99.992287	4745336	4744970	118
7	1209600	99.994588	4933155	4932888	118
7	1238400	99.992345	4977264	4976883	118
7	1267200	99.994685	5099194	5098923	118
7	1296000	99.995345	5284588	5284342	118
7	1353600	99.995739	5444169	5443937	118
7	1382400	99.993135	5622654	5622268	118
7	1411200	99.994424	5667640	5667324	118
7	1440000	99.994171	5781497	5781160	118
7	1468800	99.996294	5936844	5936624	118
7	1497600	99.993999	5982190	5981831	118
7	1526400	99.996469	6117403	6117187	118
7	1555200	99.996017	6277435	6277185	118
7	1584000	99.994324	6324881	6324522	118
7	1612800	99.996260	6470925	6470683	118
7	1670400	99.993553	6700778	6700346	118
7	1699200	99.996015	6826172	6825900	118
7	1728000	99.996199	7024073	7023806	118
7	1756800	99.994860	7061986	7061623	118
7	1785600	99.997063	7183702	7183491	118
7	1814400	99.996963	7376819	7376595	118
7	1872000	99.996009	7542570	7542269	118
7	1900800	99.996558	7728111	7727845	118
7	1929600	99.995613	7772673	7772332	118
7	1958400	99.996857	7889630	7889382	118
7	1987200	99.997348	8067972	8067758	118
7	2016000	99.995710	8111959	8111611	118
7	2044800	99.996961	8225653	8225403	118
7	2073600	99.996087	8382208	8381880	118
7	2131200	99.997618	8563291	8563087	118
7	2160000	99.997111	8722381	8722129	118
7	2188800	99.995815	8769526	8769159	118
7	2217600	99.996982	8914219	8913950	118
7	2246400	99.997397	9103139	9102902	118
7	2275200	99.995877	9144597	9144220	118
7	2304000	99.997409	9264108	9263868	118
7	2332800	99.996710	9452205	9451894	118
7	2361600	99.995872	9496884	9496492	118
7	2390400	99.997047	9616379	9616095	118
7	2419200	99.997726	9804640	9804417	118
7	2448000	99.997015	9849262	9848968	118
7	2476800	99.997702	9964484	9964255	118
7	2505600	99.997781	10141053	10140828	118
7	2534400	99.996662	10184396	10184056	118
7	2563200	99.997833	10290953	10290730	118
7	2592000	99.998021	10458461	10458254	118
7	2620800	99.996877	10502085	10501757	118
7	2649600	99.997369	10605792	10605513	118
7	2678400	99.996734	10748194	10747843	118
7	2707200	99.996979	10792879	10792553	118
7	2736000	99.998131	10916015	10915811	118
7	2764800	99.997740	11063421	11063171	118
7	2793600	99.995596	11104347	11103858	118
7	2822400	99.997646	11216689	11216425	118
7	2851200	99.998059	11383842	11383621	118
7	2880000	99.997244	11427650	11427335	118
7	2908800	99.998076	11535964	11535742	118
7	2937600	99.998174	11720617	11720403	118
7	2966400	99.996711	11764985	11764598	118
7	2995200	99.997949	11847247	11847004	118
7	3024000	99.997797	11984166	11983902	118
7	3052800	99.994527	12022402	12021744	118
7	3081600	99.993925	12115196	12114460	118
7	3110400	99.995345	12265567	12264996	118
7	3139200	99.987828	12306590	12305092	118
7	3168000	99.982420	12400165	12397985	118
7	3196800	99.984699	12548374	12546454	118
7	3254400	99.972956	12679368	12675939	118
7	3283200	99.974643	12809306	12806058	118
7	3340800	99.961603	12967095	12962116	118
7	3369600	99.959608	13104027	13098734	118
7	3398400	99.953190	13146726	13140572	118
7	3427200	99.938451	13257648	13249488	118
7	3456000	99.934737	13414961	13406206	118
7	3484800	99.943918	13448176	13440634	118
7	3513600	99.966265	13532103	13527538	118
7	3542400	99.987334	13666815	13665084	118
7	3600000	99.994761	13782050	13781328	118
7	3628800	99.997937	13914152	13913865	118
7	3657600	99.997032	13947573	13947159	118
7	3686400	99.998246	14026604	14026358	118
7	3715200	99.997924	14111128	14110835	118
7	3772800	99.997863	14180085	14179782	118
7	3801600	99.998115	14268920	14268651	118
7	3830400	99.996959	14302764	14302329	118
7	3859200	99.998047	14389072	14388791	118
7	3888000	99.998200	14497948	14497687	118
7	3945600	99.997927	14617968	14617665	118
7	3974400	99.998213	14719509	14719246	118
7	4003200	99.996943	14752673	14752222	118
7	4032000	99.997937	14832444	14832138	118
7	4060800	99.998328	14953545	14953295	118
7	4089600	99.997464	14984301	14983921	118
7	4118400	99.998183	15076015	15075741	118
7	4176000	99.997416	15247791	15247397	118
7	4204800	99.997985	15334262	15333953	118
7	4233600	99.998461	15460994	15460756	118
7	4262400	99.996992	15493741	15493275	118
7	4291200	99.998382	15577258	15577006	118
7	4320000	99.998268	15706181	15705909	118
7	4377600	99.998344	15824901	15824639	118
7	4406400	99.998527	15949061	15948826	118
7	4435200	99.997103	15981711	15981248	118
7	4464000	99.998157	16063145	16062849	118
7	4492800	99.993478	16174895	16173840	118
7	4521600	99.992918	16209740	16208592	118
7	4550400	99.993984	16307064	16306083	118
7	4608000	99.994180	16461271	16460313	118
7	4636800	99.995611	16562332	16561605	118
7	4694400	99.996174	16729540	16728900	118
7	4723200	99.997288	16816025	16815569	118
7	4752000	99.997700	16954490	16954100	118
7	4780800	99.996704	16988236	16987676	118
7	4809600	99.997903	17071140	17070782	118
7	4838400	99.998477	17208137	17207875	118
7	4867200	99.998022	17240123	17239782	118
7	4896000	99.998003	17322616	17322270	118
7	4924800	99.998470	17453103	17452836	118
7	4982400	99.997876	17561177	17560804	118
7	5011200	99.998456	17684755	17684482	118
7	5068800	99.998516	17789790	17789526	118
7	5097600	99.998061	17897179	17896832	118
7	5126400	99.997306	17930575	17930092	118
7	5184000	99.998577	18129804	18129546	118
7	5212800	99.998035	18163345	18162988	118
7	5241600	99.998549	18258529	18258264	118
7	5270400	99.998423	18391676	18391386	118
7	5299200	99.998279	18423286	18422969	118
7	5328000	99.998703	18507462	18507222	118
7	5356800	99.998648	18642388	18642136	118
7	5414400	99.998470	18759526	18759239	118
7	5443200	99.998534	18894389	18894112	118
7	5500800	99.998859	19014767	19014550	118
7	5529600	99.998869	19184361	19184144	118
7	5558400	99.997764	19228118	19227688	118
7	5587200	99.998407	19329441	19329133	118
7	5616000	99.998712	19492829	19492578	118
7	5644800	99.998065	19535944	19535566	118
7	5673600	99.998543	19634835	19634549	118
7	5702400	99.998701	19776957	19776700	118
7	5731200	99.998310	19821799	19821464	118
7	5760000	99.998615	19934668	19934392	118
7	5788800	99.998421	20076782	20076465	118
7	5846400	99.998499	20248532	20248228	118
7	5875200	99.998908	20421956	20421733	118
7	5932800	99.998911	20577788	20577564	118
7	5961600	99.998863	20758884	20758648	118
7	6019200	99.998962	20913508	20913291	118
7	6048000	99.998217	21089268	21088892	118
7	6076800	99.997961	21134041	21133610	118
7	6105600	99.998489	21244396	21244075	118
7	6134400	99.998879	21417001	21416761	118
7	6192000	99.998952	21571310	21571084	118
7	6220800	99.998800	21746172	21745911	118
7	6249600	99.998335	21797909	21797546	118
7	6278400	99.998667	21901332	21901040	118
7	6307200	99.998961	22045706	22045477	118
7	6336000	99.997764	22090358	22089864	118
7	6364800	99.998784	22206160	22205890	118
7	6393600	99.998940	22350148	22349911	118
7	6422400	99.998611	22395218	22394907	118
7	6451200	99.999058	22511831	22511619	118
7	6480000	99.998761	22675574	22675293	118
7	6537600	99.998997	22833863	22833634	118
7	6566400	99.998953	23018373	23018132	118
7	6624000	99.998916	23145971	23145720	118
7	6652800	99.998914	23289702	23289449	118
7	6768000	99.998663	23331500	23331188	118
7	6796800	99.998694	23431099	23430793	118
7	6825600	99.998584	23581627	23581293	118
7	6883200	99.998385	23719140	23718757	118
7	6912000	99.998847	23853059	23852784	118
7	6969600	99.998042	24002230	24001760	118
7	7027200	99.998734	24169965	24169659	118
7	7056000	99.998929	24283789	24283529	118
7	7084800	99.998630	24446832	24446497	118
7	7113600	99.998313	24487733	24487320	118
7	7142400	99.999032	24594023	24593785	118
7	7171200	99.999087	24762966	24762740	118
7	7200000	99.997038	24815507	24814772	118
7	7228800	99.997909	24916488	24915967	118
7	7257600	99.998365	25075337	25074927	118
7	7286400	99.998348	25117046	25116631	118
7	7315200	99.998651	25213196	25212856	118
7	7344000	99.998754	25358785	25358469	118
7	7401600	99.999094	25496025	25495794	118
7	7430400	99.998955	25636848	25636580	118
7	7488000	99.998991	25770062	25769802	118
7	7516800	99.999089	25897324	25897088	118
7	7603200	99.998834	26156903	26156598	118
7	7632000	99.998320	26195070	26194630	118
7	7660800	99.999003	26285010	26284748	118
7	7689600	99.999038	26402800	26402546	118
7	7718400	99.998593	26443548	26443176	118
7	7747200	99.999168	26557279	26557058	118
7	7776000	99.999008	26704412	26704147	118
7	7804800	99.998744	26743664	26743328	118
7	7833600	99.999173	26848624	26848402	118
7	7862400	99.998089	27004708	27004192	118
7	7891200	99.997859	27046585	27046006	118
7	7920000	99.998175	27123629	27123134	118
8	28800	99.091115	44120	43719	119
8	57600	99.868721	159203	158994	119
8	86400	99.935770	348748	348524	119
8	115200	99.918204	393661	393339	119
8	144000	99.953784	517132	516893	119
8	172800	99.964914	706835	706587	119
8	201600	99.952012	752273	751912	119
8	230400	99.970948	867405	867153	119
8	259200	99.959570	1031423	1031006	119
8	288000	99.964622	1079761	1079379	119
8	316800	99.982204	1219389	1219172	119
8	345600	99.984706	1386181	1385969	119
8	374400	99.973932	1434690	1434316	119
8	403200	99.985990	1584638	1584416	119
8	460800	99.978302	1820420	1820025	119
8	489600	99.988666	1941027	1940807	119
8	518400	99.989288	2137796	2137567	119
8	547200	99.985209	2183699	2183376	119
8	576000	99.990438	2300894	2300674	119
8	604800	99.990902	2495176	2494949	119
8	633600	99.988377	2538128	2537833	119
8	662400	99.984550	2653735	2653325	119
8	691200	99.991938	2840353	2840124	119
8	748800	99.991868	3000382	3000138	119
8	777600	99.992619	3183987	3183752	119
8	806400	99.990429	3228519	3228210	119
8	835200	99.993890	3338698	3338494	119
8	864000	99.992965	3496884	3496638	119
8	892800	99.991566	3545030	3544731	119
8	921600	99.993907	3676275	3676051	119
8	950400	99.993925	3835143	3834910	119
8	1008000	99.993841	4026634	4026386	119
8	1036800	99.994594	4217177	4216949	119
8	1065600	99.991783	4259708	4259358	119
8	1094400	99.992880	4382270	4381958	119
8	1123200	99.995566	4578104	4577901	119
8	1152000	99.992189	4621969	4621608	119
8	1180800	99.992013	4745336	4744957	119
8	1209600	99.994324	4933155	4932875	119
8	1238400	99.992948	4977264	4976913	119
8	1267200	99.995058	5099194	5098942	119
8	1296000	99.995686	5284588	5284360	119
8	1353600	99.995610	5444169	5443930	119
8	1382400	99.993811	5622654	5622306	119
8	1411200	99.994989	5667640	5667356	119
8	1440000	99.993946	5781497	5781147	119
8	1468800	99.996429	5936844	5936632	119
8	1497600	99.994166	5982190	5981841	119
8	1526400	99.996306	6117403	6117177	119
8	1555200	99.995890	6277435	6277177	119
8	1584000	99.994561	6324881	6324537	119
8	1612800	99.996368	6470925	6470690	119
8	1670400	99.993807	6700778	6700363	119
8	1699200	99.996074	6826172	6825904	119
8	1728000	99.996469	7024073	7023825	119
8	1756800	99.995398	7061986	7061661	119
8	1785600	99.996965	7183702	7183484	119
8	1814400	99.996963	7376819	7376595	119
8	1872000	99.996208	7542570	7542284	119
8	1900800	99.996442	7728111	7727836	119
8	1929600	99.995163	7772673	7772297	119
8	1958400	99.997059	7889630	7889398	119
8	1987200	99.997248	8067972	8067750	119
8	2016000	99.995390	8111959	8111585	119
8	2044800	99.997155	8225653	8225419	119
8	2073600	99.996397	8382208	8381906	119
8	2131200	99.997641	8563291	8563089	119
8	2160000	99.997203	8722381	8722137	119
8	2188800	99.996157	8769526	8769189	119
8	2217600	99.996971	8914219	8913949	119
8	2246400	99.997638	9103139	9102924	119
8	2275200	99.996140	9144597	9144244	119
8	2304000	99.997593	9264108	9263885	119
8	2332800	99.996858	9452205	9451908	119
8	2361600	99.995535	9496884	9496460	119
8	2390400	99.996860	9616379	9616077	119
8	2419200	99.997532	9804640	9804398	119
8	2448000	99.997137	9849262	9848980	119
8	2476800	99.997642	9964484	9964249	119
8	2505600	99.997919	10141053	10140842	119
8	2534400	99.996436	10184396	10184033	119
8	2563200	99.997921	10290953	10290739	119
8	2592000	99.997849	10458461	10458236	119
8	2620800	99.997039	10502085	10501774	119
8	2649600	99.997671	10605792	10605545	119
8	2678400	99.997032	10748194	10747875	119
8	2707200	99.996479	10792879	10792499	119
8	2736000	99.998113	10916015	10915809	119
8	2764800	99.997912	11063421	11063190	119
8	2793600	99.995425	11104347	11103839	119
8	2822400	99.997370	11216689	11216394	119
8	2851200	99.998111	11383842	11383627	119
8	2880000	99.997139	11427650	11427323	119
8	2908800	99.998136	11535964	11535749	119
8	2937600	99.998251	11720617	11720412	119
8	2966400	99.996634	11764985	11764589	119
8	2995200	99.997856	11847247	11846993	119
8	3024000	99.997697	11984166	11983890	119
8	3052800	99.994918	12022402	12021791	119
8	3081600	99.993702	12115196	12114433	119
8	3110400	99.995116	12265567	12264968	119
8	3139200	99.987698	12306590	12305076	119
8	3168000	99.982541	12400165	12398000	119
8	3196800	99.984301	12548374	12546404	119
8	3254400	99.972396	12679368	12675868	119
8	3283200	99.974932	12809306	12806095	119
8	3340800	99.962798	12967095	12962271	119
8	3369600	99.961928	13104027	13099038	119
8	3398400	99.954506	13146726	13140745	119
8	3427200	99.942494	13257648	13250024	119
8	3456000	99.937771	13414961	13406613	119
8	3484800	99.946640	13448176	13441000	119
8	3513600	99.968320	13532103	13527816	119
8	3542400	99.987590	13666815	13665119	119
8	3600000	99.994986	13782050	13781359	119
8	3628800	99.997909	13914152	13913861	119
8	3657600	99.997154	13947573	13947176	119
8	3686400	99.998125	14026604	14026341	119
8	3715200	99.997803	14111128	14110818	119
8	3772800	99.997807	14180085	14179774	119
8	3801600	99.997855	14268920	14268614	119
8	3830400	99.997168	14302764	14302359	119
8	3859200	99.998082	14389072	14388796	119
8	3888000	99.998558	14497948	14497739	119
8	3945600	99.998050	14617968	14617683	119
8	3974400	99.998281	14719509	14719256	119
8	4003200	99.996990	14752673	14752229	119
8	4032000	99.998099	14832444	14832162	119
8	4060800	99.998275	14953545	14953287	119
8	4089600	99.997184	14984301	14983879	119
8	4118400	99.998328	15076015	15075763	119
8	4176000	99.997554	15247791	15247418	119
8	4204800	99.997959	15334262	15333949	119
8	4233600	99.998441	15460994	15460753	119
8	4262400	99.997173	15493741	15493303	119
8	4291200	99.998498	15577258	15577024	119
8	4320000	99.998364	15706181	15705924	119
8	4377600	99.998357	15824901	15824641	119
8	4406400	99.998602	15949061	15948838	119
8	4435200	99.997228	15981711	15981268	119
8	4464000	99.998356	16063145	16062881	119
8	4492800	99.993546	16174895	16173851	119
8	4521600	99.992967	16209740	16208600	119
8	4550400	99.994082	16307064	16306099	119
8	4608000	99.994326	16461271	16460337	119
8	4636800	99.995568	16562332	16561598	119
8	4694400	99.996133	16729540	16728893	119
8	4723200	99.997199	16816025	16815554	119
8	4752000	99.997487	16954490	16954064	119
8	4780800	99.996456	16988236	16987634	119
8	4809600	99.997979	17071140	17070795	119
8	4838400	99.998570	17208137	17207891	119
8	4867200	99.998109	17240123	17239797	119
8	4896000	99.998216	17322616	17322307	119
8	4924800	99.998390	17453103	17452822	119
8	4982400	99.997853	17561177	17560800	119
8	5011200	99.998558	17684755	17684500	119
8	5068800	99.998550	17789790	17789532	119
8	5097600	99.998195	17897179	17896856	119
8	5126400	99.997262	17930575	17930084	119
8	5184000	99.998489	18129804	18129530	119
8	5212800	99.998145	18163345	18163008	119
8	5241600	99.998521	18258529	18258259	119
8	5270400	99.998412	18391676	18391384	119
8	5299200	99.998220	18423286	18422958	119
8	5328000	99.998687	18507462	18507219	119
8	5356800	99.998766	18642388	18642158	119
8	5414400	99.998427	18759526	18759231	119
8	5443200	99.998603	18894389	18894125	119
8	5500800	99.998738	19014767	19014527	119
8	5529600	99.998806	19184361	19184132	119
8	5558400	99.997764	19228118	19227688	119
8	5587200	99.998479	19329441	19329147	119
8	5616000	99.998825	19492829	19492600	119
8	5644800	99.997886	19535944	19535531	119
8	5673600	99.998508	19634835	19634542	119
8	5702400	99.998675	19776957	19776695	119
8	5731200	99.998259	19821799	19821454	119
8	5760000	99.998585	19934668	19934386	119
8	5788800	99.998321	20076782	20076445	119
8	5846400	99.998563	20248532	20248241	119
8	5875200	99.998908	20421956	20421733	119
8	5932800	99.998902	20577788	20577562	119
8	5961600	99.998829	20758884	20758641	119
8	6019200	99.998900	20913508	20913278	119
8	6048000	99.998141	21089268	21088876	119
8	6076800	99.997861	21134041	21133589	119
8	6105600	99.998673	21244396	21244114	119
8	6134400	99.998856	21417001	21416756	119
8	6192000	99.998906	21571310	21571074	119
8	6220800	99.998726	21746172	21745895	119
8	6249600	99.998339	21797909	21797547	119
8	6278400	99.998521	21901332	21901008	119
8	6307200	99.998730	22045706	22045426	119
8	6336000	99.997592	22090358	22089826	119
8	6364800	99.998672	22206160	22205865	119
8	6393600	99.998949	22350148	22349913	119
8	6422400	99.998669	22395218	22394920	119
8	6451200	99.999076	22511831	22511623	119
8	6480000	99.998831	22675574	22675309	119
8	6537600	99.999010	22833863	22833637	119
8	6566400	99.998901	23018373	23018120	119
8	6624000	99.998920	23145971	23145721	119
8	6652800	99.998836	23289702	23289431	119
8	6768000	99.998513	23331500	23331153	119
8	6796800	99.998741	23431099	23430804	119
8	6825600	99.998681	23581627	23581316	119
8	6883200	99.998457	23719140	23718774	119
8	6912000	99.998843	23853059	23852783	119
8	6969600	99.998134	24002230	24001782	119
8	7027200	99.998730	24169965	24169658	119
8	7056000	99.998966	24283789	24283538	119
8	7084800	99.998544	24446832	24446476	119
8	7113600	99.998473	24487733	24487359	119
8	7142400	99.998996	24594023	24593776	119
8	7171200	99.999156	24762966	24762757	119
8	7200000	99.997006	24815507	24814764	119
8	7228800	99.997901	24916488	24915965	119
8	7257600	99.998373	25075337	25074929	119
8	7286400	99.998403	25117046	25116645	119
8	7315200	99.998671	25213196	25212861	119
8	7344000	99.998849	25358785	25358493	119
8	7401600	99.999121	25496025	25495801	119
8	7430400	99.999021	25636848	25636597	119
8	7488000	99.999018	25770062	25769809	119
8	7516800	99.999116	25897324	25897095	119
8	7603200	99.998914	26156903	26156619	119
8	7632000	99.998328	26195070	26194632	119
8	7660800	99.999003	26285010	26284748	119
8	7689600	99.998989	26402800	26402533	119
8	7718400	99.998646	26443548	26443190	119
8	7747200	99.999145	26557279	26557052	119
8	7776000	99.998993	26704412	26704143	119
8	7804800	99.998792	26743664	26743341	119
8	7833600	99.999114	26848624	26848386	119
8	7862400	99.998134	27004708	27004204	119
8	7891200	99.997774	27046585	27045983	119
8	7920000	99.997965	27123629	27123077	119
9	28800	98.964189	44120	43663	121
9	57600	99.866837	159203	158991	121
9	86400	99.938638	348748	348534	121
9	115200	99.927095	393661	393374	121
9	144000	99.953397	517132	516891	121
9	172800	99.965055	706835	706588	121
9	201600	99.950018	752273	751897	121
9	230400	99.972101	867405	867163	121
9	259200	99.962091	1031423	1031032	121
9	288000	99.967863	1079761	1079414	121
9	316800	99.981220	1219389	1219160	121
9	345600	99.985067	1386181	1385974	121
9	374400	99.972398	1434690	1434294	121
9	403200	99.985738	1584638	1584412	121
9	460800	99.979455	1820420	1820046	121
9	489600	99.987584	1941027	1940786	121
9	518400	99.989475	2137796	2137571	121
9	547200	99.985987	2183699	2183393	121
9	576000	99.989439	2300894	2300651	121
9	604800	99.991103	2495176	2494954	121
9	633600	99.988653	2538128	2537840	121
9	662400	99.985191	2653735	2653342	121
9	691200	99.992747	2840353	2840147	121
9	748800	99.991468	3000382	3000126	121
9	777600	99.991709	3183987	3183723	121
9	806400	99.989469	3228519	3228179	121
9	835200	99.993171	3338698	3338470	121
9	864000	99.993308	3496884	3496650	121
9	892800	99.991509	3545030	3544729	121
9	921600	99.993608	3676275	3676040	121
9	950400	99.994055	3835143	3834915	121
9	1008000	99.993170	4026634	4026359	121
9	1036800	99.994404	4217177	4216941	121
9	1065600	99.991337	4259708	4259339	121
9	1094400	99.992515	4382270	4381942	121
9	1123200	99.995588	4578104	4577902	121
9	1152000	99.992319	4621969	4621614	121
9	1180800	99.992119	4745336	4744962	121
9	1209600	99.994020	4933155	4932860	121
9	1238400	99.993149	4977264	4976923	121
9	1267200	99.994882	5099194	5098933	121
9	1296000	99.995477	5284588	5284349	121
9	1353600	99.995610	5444169	5443930	121
9	1382400	99.992921	5622654	5622256	121
9	1411200	99.994971	5667640	5667355	121
9	1440000	99.994050	5781497	5781153	121
9	1468800	99.996244	5936844	5936621	121
9	1497600	99.994183	5982190	5981842	121
9	1526400	99.996633	6117403	6117197	121
9	1555200	99.995858	6277435	6277175	121
9	1584000	99.994292	6324881	6324520	121
9	1612800	99.996430	6470925	6470694	121
9	1670400	99.994045	6700778	6700379	121
9	1699200	99.996235	6826172	6825915	121
9	1728000	99.996341	7024073	7023816	121
9	1756800	99.995327	7061986	7061656	121
9	1785600	99.997216	7183702	7183502	121
9	1814400	99.996801	7376819	7376583	121
9	1872000	99.996168	7542570	7542281	121
9	1900800	99.996571	7728111	7727846	121
9	1929600	99.995047	7772673	7772288	121
9	1958400	99.996958	7889630	7889390	121
9	1987200	99.997236	8067972	8067749	121
9	2016000	99.995525	8111959	8111596	121
9	2044800	99.996803	8225653	8225390	121
9	2073600	99.996099	8382208	8381881	121
9	2131200	99.997384	8563291	8563067	121
9	2160000	99.997008	8722381	8722120	121
9	2188800	99.996112	8769526	8769185	121
9	2217600	99.996971	8914219	8913949	121
9	2246400	99.997627	9103139	9102923	121
9	2275200	99.995976	9144597	9144229	121
9	2304000	99.997474	9264108	9263874	121
9	2332800	99.996657	9452205	9451889	121
9	2361600	99.995546	9496884	9496461	121
9	2390400	99.996984	9616379	9616089	121
9	2419200	99.997634	9804640	9804408	121
9	2448000	99.997005	9849262	9848967	121
9	2476800	99.997742	9964484	9964259	121
9	2505600	99.997870	10141053	10140837	121
9	2534400	99.996524	10184396	10184042	121
9	2563200	99.997862	10290953	10290733	121
9	2592000	99.997715	10458461	10458222	121
9	2620800	99.997105	10502085	10501781	121
9	2649600	99.997398	10605792	10605516	121
9	2678400	99.997079	10748194	10747880	121
9	2707200	99.996609	10792879	10792513	121
9	2736000	99.998040	10916015	10915801	121
9	2764800	99.997831	11063421	11063181	121
9	2793600	99.995749	11104347	11103875	121
9	2822400	99.997673	11216689	11216428	121
9	2851200	99.997962	11383842	11383610	121
9	2880000	99.997357	11427650	11427348	121
9	2908800	99.998006	11535964	11535734	121
9	2937600	99.998183	11720617	11720404	121
9	2966400	99.996762	11764985	11764604	121
9	2995200	99.997856	11847247	11846993	121
9	3024000	99.997805	11984166	11983903	121
9	3052800	99.994735	12022402	12021769	121
9	3081600	99.994239	12115196	12114498	121
9	3110400	99.995760	12265567	12265047	121
9	3139200	99.988210	12306590	12305139	121
9	3168000	99.982412	12400165	12397984	121
